Fecha,Direccion,CGM,Tipo Evento,Coordenadas
2025-09-20,Larrazabal y Calingasta,Fiorito,Anegamiento,"-34.69990259800689, -58.44234384708325"
2025-09-20,Larrazabal y Figueredo,Fiorito,Anegamiento,"-34.7017633025766, -58.440936875014415"
2025-09-20,Miguel de Unamuno y Australia,Fiorito,Anegamiento,"-34.717156866135014, -58.440420921564986"
2025-09-20,Necol y Av. Gral. Hornos,Fiorito,Anegamiento,"-34.70420103392644, -58.43508480004116"
2025-09-20,José Luis Murature y Bermejo,Fiorito,Anegamiento,"-34.711538765334694, -58.4353541336848"
2025-09-20,Estados Unidos y General Conesa,Fiorito,Anegamiento,"-34.711602904263486, -58.432665287659795"
2025-09-20,Larrazabal y Pilar,Fiorito,Desobstrucción,"-34.70234884476179, -58.44047392998937"
2025-09-20,Mario Bravo y Canadá,Fiorito,Desobstrucción,"-34.711685226898624, -58.43836003368484"
2025-09-20,Darwin y Bermejo,Fiorito,Desobstrucción,"-34.710000779283305, -58.43231800300154"
2025-09-20,Estados Unidos y General Conesa,Fiorito,Desobstrucción,"-34.71151471010229, -58.432761847178504"
2025-09-20,José Luis Murature y Quesada,Fiorito,Desobstrucción,"-34.70953488046105, -58.43676767416616"
2025-09-20,Defensa y Concejal Rajo,Fiorito,Desobstrucción,"-34.69512403434564, -58.44644624533137"
2025-09-20,Darwin y Defensa,Fiorito,Desobstrucción,"-34.69406391992345, -58.44460791834374"
2025-09-20,Frías y Colombres,Lomas,Anegamiento,"-34.7609994608831, -58.42242341930576"
2025-09-20,Sixto Fernandez y Frías,Lomas,Anegamiento,"-34.76343436478172, -58.42292206163433"
2025-09-20,Sarmiento y Loria,Lomas,Anegamiento,"-34.76236697920461, -58.40460231930559"
2025-09-20,Frías y Oliver,Lomas,Anegamiento,"-34.779379317350404, -58.423412619304656"
2025-09-20,Sarmiento y Gorriti,Lomas,Anegamiento,"-34.76125036128351, -58.404247518243686"
2025-09-20,Gral. Arenales y Matheu,Lomas,Anegamiento,"-34.75585322060284, -58.38981259035541"
2025-09-20,Monseñor Juan Chimento y Fray Luis Beltrán,Lomas,Anegamiento,"-34.76905118704551, -58.41810901649283"
2025-09-20,Caseros y Posadas,Lomas,Anegamiento,"-34.77060949196555, -58.41694897471697"
2025-09-20,Gral. Frías y C. Molina Arrotea,Lomas,Anegamiento,"-34.76572820506098, -58.42345810299931"
2025-09-20,Gral. Arenales y Monseñor Alejandro Schell,Lomas,Anegamiento,"-34.757067938248106, -58.38988868765808"
2025-09-20,Gral. Frías y Los Andes,Lomas,Anegamiento,"-34.77805902669106, -58.42356268765725"
2025-09-20,Oliden y Posadas,Lomas,Anegamiento,"-34.77177726142148, -58.4169303391172"
2025-09-20,Gorriti y Yrigoyen,Lomas,Anegamiento,"-34.76138692069768, -58.402927847176464"
2025-09-20,Avenida Meeks y José Ignacio Gorriti,Lomas,Anegamiento,"-34.76194085021162, -58.39844677416415"
2025-09-20,José Pereyra Lucena y Leandro N. Alem,Lomas,Anegamiento,"-34.754317331495635, -58.39845521834129"
2025-09-20,José Ignacio Gorriti y Italia,Lomas,Anegamiento,"-34.76167857443704, -58.401281860670366"
2025-09-20,Plaza San Martín,San Jose,Poste caído,"-34.76234866737837, -58.35706897231609"
2025-09-20,Parque Caaguazú,San Jose,Árbol caído,"-34.74606508981924, -58.34517840300006"
2025-09-20,José Neglia 659,San Jose,Árbol caído,"-34.77146808660838, -58.36505237416369"
2025-09-20,Av. Eva Perón y Emilio Castro,Temperley,Anegamiento,"-34.77433080602863, -58.38648321930511"
2025-09-20,Alzaga y Avenida Eva Perón,Temperley,Inundación,"-34.77500810930746, -58.3878746030604"
2025-09-20,Pedro Calderón de la Barca y Avenida Eva Perón,Temperley,Anegamiento,"-34.773131715302355, -58.38441315868016"
2025-09-20,Achupallas y Avenida Eva Perón,Temperley,Anegamiento,"-34.773864798982295, -58.38585043776742"
2025-10-23,Figueredo y Arroyo del Rey,Budge,Anegamiento,"-34.71749950724132, -58.469148391830025"
2025-10-23,Plumerillo y Bucarest,Centenario,Anegamiento,"-34.71705681520154, -58.43127523033753"
2025-10-23,Plumerillo esquina Ginebra,Centenario,Anegamiento,"-34.71656606316223, -58.432282107046575"
2025-10-23,Calle Gaspar Núñez de Arce y Ostende,Centenario,Boca de tormenta obstruida,"-34.72410377543074, -58.44092044426777"
2025-10-23,La Haya y Calle Gaspar Núñez de Arce,Centenario,Boca de tormenta obstruida,"-34.72351063714664, -58.44135138766907"
2025-10-23,Avenida Benito Pérez Galdós y Puerto Argentino,Centenario,Anegamiento,"-34.573406888409366, -58.61694242999449"
2025-10-23,Mayor Olivero y Luis Siciliano,Centenario,Anegamiento,"-34.73768599034032, -58.43032184717742"
2025-10-23,Bolonia y Milán,Centenario,Anegamiento,"-34.72241276203496, -58.43359631834258"
2025-10-23,Morazan y Australia,Fiorito,Inundación,"-34.71678714667178, -58.43722946163675"
2025-10-23,Frías y Plumerillo,Fiorito,Anegamiento,"-34.71308010725253, -58.43671243358949"
2025-10-23,Figueredo y Murature,Fiorito,Anegamiento,"-34.702428724568165, -58.44212628941161"
2025-10-23,Ejército de los Andes y Darwin,Fiorito,Anegamiento,"-34.713964028185565, -58.42924028941093"
2025-10-23,Larrazabal y Calingasta,Fiorito,Anegamiento,"-34.69990259800689, -58.44234384708325"
2025-10-23,Larrazabal y Pilar,Fiorito,Anegamiento,"-34.70223417951259, -58.4405812191939"
2025-10-23,Larrazabal y Figueredo,Fiorito,Anegamiento,"-34.7017633025766, -58.440936875014415"
2025-10-23,Larrazabal y Bernal,Fiorito,Anegamiento,"-34.70101714178612, -58.44152123268638"
2025-10-23,Larrazabal y Azamor,Fiorito,Anegamiento,"-34.700423378710575, -58.441974161522246"
2025-10-23,Necol y Av. Gral. Hornos,Fiorito,Anegamiento,"-34.70420103392644, -58.43508480004116"
2025-10-23,Zabalegui y Defensa,Fiorito,Anegamiento,"-34.69485194916044, -58.44598344533128"
2025-10-23,Benito Pérez Galdós y Recondo,Fiorito,Anegamiento,"-34.71168008503495, -58.44617966067218"
2025-10-23,Plumerillo y Cam. de la Ribera Sur,Fiorito,Anegamiento,"-34.69383159799867, -58.45068533183766"
2025-10-23,Mario Bravo y Canadá,Fiorito,Desobstrucción,"-34.711685226898624, -58.43836003368484"
2025-10-23,Darwin y Bermejo,Fiorito,Desobstrucción,"-34.710000779283305, -58.43231800300154"
2025-10-23,Darwin y Defensa,Fiorito,Desobstrucción,"-34.69406391992345, -58.44460791834374"
2025-10-23,Francisco de Morazán y Islandia,Fiorito,Desobstrucción,"-34.715716369465355, -58.437933687659786"
2025-10-23,Francisco de Morazán y Ejército de los Andes,Fiorito,Desobstrucción,"-34.717746729156794, -58.43648010300134"
2025-10-23,Darwin y Figueredo,Fiorito,Desobstrucción,"-34.70100218807805, -58.43931952019132"
2025-10-23,Figueredo y Conesa,Fiorito,Desobstrucción,"-34.701641194185875, -58.440436140991785"
2025-10-23,General Conesa y Calingasta,Fiorito,Desobstrucción,"-34.699577914534274, -58.44189778950808"
2025-10-23,Cam. de la Ribera Sur y Pres. Juan Domingo Perón,Fiorito,Desobstrucción,"-34.70630471370572, -58.458068145330905"
2025-10-23,Plumerillo y Canadá,Fiorito,Desobstrucción,"-34.7110889671071, -58.43724954717865"
2025-10-23,Necol y Av. Gral. Hornos,Fiorito,Desobstrucción,"-34.70407326785143, -58.43506720300175"
2025-10-23,Pilcomayo y Gral Hornos,Fiorito,Arbol caído,"-34.703343135775114, -58.43576997906526"
2025-10-23,Oliden y Posadas,Lomas,Anegamiento,"-34.77177726142148, -58.4169303391172"
2025-10-23,Avenida Meeks y José Ignacio Gorriti,Lomas,Anegamiento,"-34.76194085021162, -58.39844677416415"
2025-10-23,Tucumán 268,Lomas,Arbol caído,"-34.755622290623364, -58.413813347176784"
2025-10-23,Puerto Madryn y Sucre,Lomas,Rama desprendida,"-34.773584078919455, -58.42261424797421"
2025-10-23,El Churrinche y Lituania,Temperley,Árbol caído,"-34.769854477450075, -58.37374703183457"
2025-10-23,El Churrinche y Lautaro,Temperley,Poste caído,"-34.7710819117903, -58.37595420299908"
2025-10-23,Luis Sáenz Peña 600,Temperley,Rama desprendida,"-34.76578520522519, -58.391218416493146"
2025-10-23,Rosales 866,Llavallol,Árbol caído,"-34.802886950796996, -58.41582795882092"
2025-10-23,Alberdi 89,Llavallol,Árbol caído,"-34.79469907808737, -58.42887281649202"
2025-10-23,Arroyo del rey y Lujan,Llavallol,Rama desprendida,"-34.8029808699468, -58.41710099930565"
2025-10-23,Antonio Mentruyt 1563,Banfield,Rama desprendida,"-34.739715725225004, -58.41283096067121"
2025-10-23,Soldado Marcelo Massad y Manuela Pedraza,Santa Catalina,Anegamiento,"-34.73527150282975, -58.47696986242388"
2025-10-23,Manuela Pedraza y Cabo Correa,Santa Catalina,Anegamiento,"-34.73944502497012, -58.473836776949234"
2025-10-23,Cabo Correa y Ignacio Corsini,Santa Catalina,Anegamiento,"-34.73885715777366, -58.47330954848922"
2025-10-23,Cabo Correa y Paula Rosende de Grigera,Santa Catalina,Anegamiento,"-34.73979241055453, -58.47460609044332"
2025-10-23,Agustín Magaldi y Cabo Correa,Santa Catalina,Anegamiento,"-34.73858659197862, -58.472237988596234"
2025-10-23,Manuela Pedraza,Santa Catalina,Anegamiento,"-34.74030234608738, -58.472960929987856"
2025-10-23,Manuela Pedraza y Suboficial R. N. de Rosa,Santa Catalina,Anegamiento,"-34.73628788036862, -58.47616744770555"
2025-10-23,Manuela Pedraza y Gral. Juan Facundo Quiroga,Santa Catalina,Anegamiento,"-34.74492318582196, -58.468652592826025"
2025-10-23,Manuela Pedraza y Cabo Caseres,Santa Catalina,Anegamiento,"-34.73747894852764, -58.47534745390875"
2025-10-25,Amberes y Montiel,Albertina,Anegamiento,"-34.73092826075032, -58.44581293280041"
2025-10-25,Guaminí y Amberes,Albertina,Anegamiento,"-34.730215037538265, -58.44458520396486"
2025-10-25,La Haya y Campoamor,Albertina,Desobstrucción,"-34.72615328727714, -58.44610040578505"
2025-10-25,París y Ricardo Palma,Albertina,Desobstrucción,"-34.73390043035896, -58.44869728950685"
2025-10-25,Guaminí y La Haya,Albertina,Desobstrucción,"-34.72675501718508, -58.44731438950706"
2025-10-25,Cosquín e Itatí,Albertina,Desobstrucción,"-34.726737442886844, -58.44390692614843"
2025-10-25,Juan Manuel de Lavardén y Avenida General Martín Rodríguez,Albertina,Desobstrucción,"-34.744027338102875, -58.449579958823165"
2025-10-25,Arlucea y Int Tavano,Albertina,Desobstrucción,"-34.744232762055105, -58.45338745863979"
2025-10-25,Paris y espronceda,Albertina,Desobstrucción,"-34.733283296952905, -58.44741847416528"
2025-10-25,Arlucea y La Fontaine,Albertina,Desobstrucción,"-34.74369307348761, -58.45280128950627"
2025-10-25,Atenas 1957,Albertina,Poste inclinado,"-34.72941730537187, -58.44803600484862"
2025-10-25,Mayor Olivero y Presidente Perón,Centenario,Anegamiento,"-34.73854234827765, -58.43276929168859"
2025-10-25,Plumerillo esquina Ginebra,Centenario,Anegamiento,"-34.71656606316223, -58.432282107046575"
2025-10-25,Amberes y José Luis Murature,Centenario,Boca de tormenta obstruida,"-34.72107116021442, -58.427193918351335"
2025-10-25,Falleres y Virgen de Itatí,Centenario,Boca de tormenta obstruida,"-34.725395368266845, -58.441485328893826"
2025-10-25,Calle Gaspar Núñez de Arce y Ostende,Centenario,Boca de tormenta obstruida,"-34.72410377543074, -58.44092044426777"
2025-10-25,Morazan y Australia,Fiorito,Inundación,"-34.71678714667178, -58.43722946163675"
2025-10-25,Frías y Plumerillo,Fiorito,Anegamiento,"-34.71308010725253, -58.43671243358949"
2025-10-25,Larrazabal y Figueredo,Fiorito,Anegamiento,"-34.7017633025766, -58.440936875014415"
2025-10-25,Azamor y Milán,Fiorito,Anegamiento,"-34.70435176941562, -58.44837214617856"
2025-10-25,Mario Bravo y Canadá,Fiorito,Desobstrucción,"-34.711685226898624, -58.43836003368484"
2025-10-25,Plumerillo y Figueredo,Fiorito,Desobstrucción,"-34.70329924099307, -58.443285756882965"
2025-10-25,Figueredo y Conesa,Fiorito,Desobstrucción,"-34.701641194185875, -58.440436140991785"
2025-10-25,Campana y Juan M. de Lavardén,Lamadrid,Desobstrucción,"-34.720437785266, -58.46797421927948"
2025-10-25,Epecuén y Bustos,Lamadrid,Anegamiento,"-34.73055155580982, -58.46976733277317"
2025-10-25,Pergamino y tavano,Lamadrid,Anegamiento,"-34.72032859272249, -58.472489620190565"
2025-10-25,Homero y Cafayate,Lamadrid,Desobstrucción,"-34.730524259976235, -58.4653114741653"
2025-10-25,Isaac Newton y Orán,Lamadrid,Desobstrucción,"-34.72656688797786, -58.47690990300098"
2025-10-25,Falucho y Bragado,Lamadrid,Desobstrucción,"-34.72963465345732, -58.46165396067166"
2025-10-25,Frías y Oliver,Lomas,Anegamiento,"-34.779379317350404, -58.423412619304656"
2025-10-25,Caseros y Beltrán,Lomas,Anegamiento,"-34.77038553679211, -58.418382112367425"
2025-10-25,Gral. Frías y C. Molina Arrotea,Lomas,Anegamiento,"-34.76572820506098, -58.42345810299931"
2025-10-25,Gral. Arenales y Monseñor Alejandro Schell,Lomas,Anegamiento,"-34.757067938248106, -58.38988868765808"
2025-10-25,Oliden y Posadas,Lomas,Anegamiento,"-34.77177726142148, -58.4169303391172"
2025-10-25,José Pereyra Lucena y Leandro N. Alem,Lomas,Anegamiento,"-34.754317331495635, -58.39845521834129"
2025-10-25,Corrientes 180,Lomas,Poste caído,"-34.75914000061399, -58.42483090299956"
2025-10-25,C. Molina Arrotea y Oliden,Lomas,Anegamiento,"-34.7679503569563, -58.409603883916446"
2025-10-25,Simón Bolívar y Oliden,Lomas,Anegamiento,"-34.76720995368984, -58.40863654990977"
2025-10-25,24 de May 0798,Lomas,Desobstrucción,"-34.767293130602155, -58.42044920299927"
2025-10-25,Gral. Frías y C. Molina Arrotea,Lomas,Arbol caído,"-34.76583396862594, -58.42344737416393"
2025-10-25,Ramon Falcon 1888,Lomas,Arbol caído,"-34.76438659749413, -58.42535953183473"
2025-10-25,Calle Molina Arrotea y Los Castaños,Parque Baron,Desobstrucción,"-34.76511785379244, -58.42959811649318"
2025-10-25,Molina Arrotea y Los Robles,Parque Baron,Desobstrucción,"-34.765661527466925, -58.43055988765767"
2025-10-25,Bustos 1015,Parque Baron,Árbol caído,"-34.75689619246225, -58.4484641289646"
2025-10-25,Av. Juan XXIII 620,Parque Baron,Árbol caído,"-34.770014174993165, -58.44189401919139"
2025-10-25,Isabel la Católica y B. A. Zorrilla,Parque Baron,Árbol caído,"-34.75317363897672, -58.43759083183532"
2025-10-25,Int Tavano y Troperos,Parque Baron,Árbol caído,"-34.75665947450152, -58.4439815379416"
2025-10-25,Isabel La Católica 942,Parque Baron,Árbol caído,"-34.75362662303989, -58.43731966988209"
2025-10-25,El Trébol 895,San Jose,Poste caído,"-34.760029140133305, -58.3615859466129"
2025-10-25,Plaza La Algodonera,Temperley,Anegamiento,"-34.77631152295694, -58.40958263279803"
2025-10-25,Av. Eva Perón y Emilio Castro,Temperley,Anegamiento,"-34.77433080602863, -58.38648321930511"
2025-10-25,Avenida Eva Perón y Avenida Almirante Brown,Temperley,Anegamiento,"-34.77698824923228, -58.391658920092766"
2025-10-25,Lucio V. López y Ituzaingó,Temperley,Anegamiento,"-34.767358656294455, -58.389929569324025"
2025-10-25,Colón y 14 de Julio,Temperley,Anegamiento,"-34.772261365991845, -58.389942991257364"
2025-10-25,Miguel Estanislao Soler y J. M. Fernández,Temperley,Anegamiento,"-34.776257047835095, -58.41003871919031"
2025-10-25,Cnel. Pringles y Av. Meeks,Temperley,Desobstrucción,"-34.76867605987033, -58.3982436760116"
2025-10-25,Avenida Meeks y Lavalle,Temperley,Desobstrucción,"-34.771009272479674, -58.397970289505466"
2025-10-25,Colón y Esmeralda,Temperley,Anegamiento,"-34.770238949401296, -58.39138565882218"
2025-10-25,Anchorena 694,Temperley,Árbol caído,"-34.769231674066766, -58.387032987657584"
2025-10-25,El Zorzal 1885,Temperley,Árbol caído,"-34.77004884796786, -58.370897920259516"
2025-10-25,San Raimundo y Avenida Luis Puig,Turdera,Anegamiento,"-34.79388826050316, -58.40354493358449"
2025-10-25,Sta. María y RN205,Turdera,Anegamiento,"-34.78618376691276, -58.407798531833855"
2025-10-25,Machado de Asis,Llavallol,Anegamiento,"-34.78917373932598, -58.42145711918986"
2025-10-25,Luis Davila,Llavallol,Anegamiento,"-34.80801391793123, -58.41962853268142"
2025-10-25,Antártida Argentina y Polonia,Llavallol,Anegamiento,"-34.800925995266624, -58.431150248025"
2025-10-25,1 de Marzo y Charlone,Llavallol,Anegamiento,"-34.803485742688494, -58.41989913368114"
2025-10-25,Mercedes y La Porteña,Llavallol,Árbol caído,"-34.80589289548732, -58.41903158765613"
2025-10-25,Almte. F. J. Seguí 41,Llavallol,Árbol caído,"-34.804539392739194, -58.405843487656185"
2025-10-25,Gral. Arenales y Cochabamba,Banfield,Anegamiento,"-34.74494532278121, -58.38758026439213"
2025-10-25,Gral. Bosch 2097,Banfield,Árbol caído,"-34.73739900661214, -58.38487078765895"
2025-10-25,Cerros Colorados 1233,Banfield,Árbol caído,"-34.73716298939174, -58.41109944717754"
2025-10-25,Viamonte y Chacabuco,Banfield,Árbol caído,"-34.745949048064624, -58.38934004811359"
2025-10-25,Pueyrredón y Chacabuco,Banfield,Poste inclinado,"-34.74584481069974, -58.39064866067085"
2025-10-25,Cerros Colorados 1233,Banfield,Rama desprendida,"-34.73712772264403, -58.41106726067132"
2025-10-25,Av. 102 2213,Santa Catalina,Inundación,"-34.74547294318332, -58.48179709408016"
2025-10-25,12 de Octubre 3406 esquina Del Carril,Santa Catalina,Poste caído,"-34.74586370693527, -58.48246675353677"
2025-11-20,Andrés Bello y Ginebra,Albertina,Anegamiento,"-34.730725242921714, -58.457829149992406"
2025-11-20,Atenas y Lavarden,Albertina,Anegamiento,"-34.73431195027499, -58.45713846163593"
2025-11-20,Bucarest y Andrés Bello,Albertina,Anegamiento,"-34.73143055734039, -58.457709744100185"
2025-11-20,Campoamor y Ostende,Albertina,Desobstrucción,"-34.726678163675906, -58.44562283462037"
2025-11-20,París y Ricardo Palma,Albertina,Desobstrucción,"-34.73390043035896, -58.44869728950685"
2025-11-20,La Haya y Juan Manuel de Lavardén,Albertina,Anegamiento,"-34.73247616073171, -58.45840180115287"
2025-11-20,La Haya y Andrés Bello,Albertina,Anegamiento,"-34.731868193632174, -58.4571891876591"
2025-11-20,Espronceda y Ostende,Albertina,Anegamiento,"-34.72933920859954, -58.45053144847117"
2025-11-20,Bolonia y Cosquín,Albertina,Anegamiento,"-34.72759125982005, -58.44306925882391"
2025-11-20,Cosquín 608,Albertina,Anegamiento,"-34.730091459145505, -58.441505560671516"
2025-11-20,París y Claudio de Alas,Albertina,Anegamiento,"-34.73495513328437, -58.4512078895068"
2025-11-20,Bayona y Euskadi,Albertina,Anegamiento,"-34.739974212656534, -58.45959760300031"
2025-11-20,Juan B. Justo y Inca,Albertina,Anegamiento,"-34.797653991863925, -58.41350224212933"
2025-11-20,Francisco de Aguirre 640,Albertina,Árbol caído,"-34.73720025613098, -58.46667950484828"
