Fecha,Direccion,CGM,Tipo Evento,Coordenadas
2026-04-03,"Ondarribia y Iparraguirre, B1832 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.7434829642277, -58.46176952358251"
2026-04-03,"Guaminí y Amberes, B1828 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.730312002025144, -58.444585204001996"
2026-04-03,"Amberes y Montiel, B1828 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.73104479377341, -58.44577370099969"
2026-04-03,"Arlucea y Bustos, B1828 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.7464215947058, -58.457907704548134"
2026-04-03,"Campoamor y Ostende, B1828 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.72681922170854, -58.44555845982499"
2026-04-03,"Saladillo y Bolonia, B1828 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.73050674141446, -58.44794430181773"
2026-04-03,"París y Claudio de Alas, B1828 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.7354047455832, -58.451143471289946"
2026-04-03,"Ginebra y Andrés Bello, albertina",Albertina,Anegamiento,"-34.73091631309633, -58.45816404929268"
2026-04-03,"Bucarest y Andrés Bello, B1828 Ingeniero Budge, Provincia de Buenos Aires, Argentina",Albertina,Anegamiento,"-34.73130275138888, -58.45768967596316"
2026-04-03,"Laureano Oliver y General Frías, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Anegamiento,"-34.77950266014487, -58.42334824435689"
2026-04-03,"Gervasio Antonio de Posadas y Caseros, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.77048607536981, -58.41692953258777"
2026-04-03,"Gral. Frías y C. Molina Arrotea, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.76590445043565, -58.42345810208437"
2026-04-03,"Laprida y Avenida Santa Fe, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.75764998652943, -58.421596232045275"
2026-04-03,"Leandro N. Alem y José Pereyra Lucena, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.754898595098936, -58.39853549138792"
2026-04-03,"Sánchez de Bustamante y 24 de Mayo, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.767412243539, -58.42063014654495"
2026-04-03,"Gervasio Antonio de Posadas y Oliden, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.771755450482296, -58.4170212465668"
2026-04-03,"Gral. Frías y Av. Colombres, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.76098180566865, -58.4223912336893"
2026-04-03,"Matheu y Av. Adolfo Alsina, B1828 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.755095006754146, -58.39536266415665"
2026-04-03,"Amero y General Arenales, B1828 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.75597885172429, -58.38912361908233"
2026-04-03,"Gral. Arenales y Monseñor Alejandro Schell, B1828 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.757109197500675, -58.38998038940066"
2026-04-03,"Leandro N. Alem y Francisco Portela, B1832 Lomas de Zamora, Provincia de Buenos Aires, Argentina",Lomas,Sumidero obstruido,"-34.75707474176626, -58.39892167514011"
2026-04-03,"Irala y Avenida del Rey, B1836 Llavallol, Provincia de Buenos Aires, Argentina",Llavallol,Anegamiento,"-34.79261711945552, -58.4217373482018"
2026-04-03,"Luis Davila, B1836 Llavallol, Provincia de Buenos Aires, Argentina",Llavallol,Anegamiento,"-34.80660311433747, -58.415520307004954"
2026-04-03,"Antártida Argentina y Polonia, B1836 Llavallol, Provincia de Buenos Aires, Argentina",Llavallol,Anegamiento,"-34.8009435885222, -58.431128791129595"
2026-04-03,"Machado de Asis, B1836 Llavallol, Provincia de Buenos Aires, Argentina",Llavallol,Anegamiento,"-34.7920672907679, -58.419307318626885"
2026-04-03,"Diego Gibson y Juan B. Justo, B1836 Llavallol, Provincia de Buenos Aires, Argentina",Llavallol,Anegamiento,"-34.79508171908449, -58.41737261687258"
2026-04-03,"Charlone y 1 de Marzo, B1836 Llavallol, Provincia de Buenos Aires, Argentina",Llavallol,Anegamiento,"-34.80353857402115, -58.41985622052845"
2026-04-03,"Boulevard Polonia Y Ascasubi, B1836 Llavallol, Provincia de Buenos Aires, Argentina",Llavallol,Anegamiento,"-34.80393761204202, -58.4288030040016"
2026-04-03,"La Golondrina 4400, B1834CXJ Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.75714784037801, -58.34379510591961"
2026-04-03,"Rio Negro y Juan de Garay, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.76399547879696, -58.355460059148214"
2026-04-03,"Av. Tte. Gral. Donato Álvarez y Av. Eva Perón, B1834 Temperley, Provincia de Buenos Aires",San Jose,Sumidero obstruido,"-34.75029733209054, -58.33933143286186"
2026-04-03,"El Cardenal y Avenida Teniente General Donato Álvarez, B1883 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.74889484511645, -58.340299136108186"
2026-04-03,"Mirasol y Av. Tte. Gral. Donato Álvarez, B1883 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.74794038201809, -58.340990333687124"
2026-04-03,"Sigmund Freud y Mirasol, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.760582320223335, -58.364380664154126"
2026-04-03,"Venezuela y Las Perdices, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.750303633614536, -58.356002748547645"
2026-04-03,"Suecia y Avenida Eva Perón, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.7584580433703, -58.3556989174235"
2026-04-03,"Suiza y Avenida Eva Perón, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.757338669816605, -58.35359820536877"
2026-04-03,"El Picaflor y Av. Eva Perón, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.75740022750697, -58.35362784657014"
2026-04-03,"Carhué y Avenida Eva Perón, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.76336224181379, -58.36595927928885"
2026-04-03,"Charcas y Cerrito, B1834 Lomas de Zamora, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.75353846211097, -58.37196300537341"
2026-04-03,"Carhué y El Tala, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.76025048877282, -58.3680420608155"
2026-04-03,"Ezequiel Paz y El Tala, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.75927963163067, -58.36599276009639"
2026-04-03,"Carhué y Mirasol, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.761909892654295, -58.3669311473783"
2026-04-03,"Charcas y Riobamba, B1834 Temperley, Provincia de Buenos Aires, Argentina",San Jose,Sumidero obstruido,"-34.75444036326195, -58.37132601880725"
2025-02-05,Amberes y Montiel,Albertina,Anegamiento,"-34.73092826075032, -58.44581293280041"
2025-02-05,Andrés Bello y Ginebra,Albertina,Anegamiento,"-34.730725242921714, -58.457829149992406"
2025-02-05,Atenas y Lavarden,Albertina,Anegamiento,"-34.73431195027499, -58.45713846163593"
2025-02-05,Bolonia y Lavarden,Albertina,Anegamiento,"-34.73493611547767, -58.45667294235669"
2025-02-05,Campoamor y Amberes,Albertina,Anegamiento,"-34.729626675723736, -58.44336074814316"
2025-02-05,Cosquín y Virgen de Itati,Albertina,Anegamiento,"-34.72666565256664, -58.443854546293714"
2025-02-05,Guaminí y Amberes,Albertina,Anegamiento,"-34.730215037538265, -58.44458520396486"
2025-02-05,Juan Manuel de Lavardén y Ginebra,Albertina,Anegamiento,"-34.731430494376006, -58.45935450105424"
2025-02-05,La Haya y Campoamor,Albertina,Anegamiento,"-34.72614446941025, -58.44602530396506"
2025-02-05,La haya y Espronceda,Albertina,Anegamiento,"-34.72876001910029, -58.451022932800484"
2025-02-05,La Haya y Ricardo Palma,Albertina,Anegamiento,"-34.72939750938526, -58.45225417221864"
2025-02-05,Nápoles y Cosquín,Albertina,Anegamiento,"-34.72819658501434, -58.442576015608545"
2025-02-05,Nápoles 1734,Albertina,Anegamiento,"-34.72931655264133, -58.44409566163613"
2025-02-05,París y Claudio de Alas,Albertina,Anegamiento,"-34.73528133658997, -58.4511863912597"
2025-02-05,Guaminí y Ginebra,Budge,Anegamiento,"-34.725748, -58.448154"
2025-02-05,Campoamor entre Turner y Reaño,Budge,Anegamiento,"-34.707930, -58.460297"
2025-02-05,Reaño desde Cosquín a Guaminí,Budge,Anegamiento,"-34.707663, -58.461393"
2025-02-05,Darwin 659,Centenario,Inundación,"-34.719771309691964, -58.42442015978703"
2025-02-05,General Conesa y Amberes,Centenario,Anegamiento,"-34.720315381953874, -58.4260146058147"
2025-02-05,Amberes y Darwin,Centenario,Anegamiento,"-34.719797995449014, -58.42469758284104"
2025-02-05,Morazan y Australia,Fiorito,Inundación,"-34.71678714667178, -58.43722946163675"
2025-02-05,Larrazabal 2515,Fiorito,Anegamiento,"-34.701514004296264, -58.44092627406873"
2025-02-05,Figueredo 182,Fiorito,Anegamiento,"-34.70104426495996, -58.439891062426014"
2025-02-05,Larrazabal 2801,Fiorito,Anegamiento,"-34.69867959885862, -58.44342812009762"
2025-02-05,Defensa y Larrazabal,Fiorito,Anegamiento,"-34.69538528905742, -58.4466359779952"
2025-02-05,Zabalegui 3101,Fiorito,Anegamiento,"-34.696558378790535, -58.444732047083356"
2025-02-05,Darwin 3281,Fiorito,Anegamiento,"-34.6936196465309, -58.44453136242649"
2025-02-05,Av. Gral. Hornos 2404,Fiorito,Anegamiento,"-34.70142022459693, -58.437296777768935"
2025-02-05,Av. Gral. Hornos 2224,Fiorito,Anegamiento,"-34.70359062978987, -58.435823247082936"
2025-02-05,Recondo 115,Fiorito,Anegamiento,"-34.70558716717385, -58.435588993282416"
2025-02-05,José Luis Murature 1608,Fiorito,Anegamiento,"-34.71129449588778, -58.43530690290391"
2025-02-05,Plumerillo 1564,Fiorito,Anegamiento,"-34.71246682183592, -58.436176089410935"
2025-02-05,Benito Pérez Galdós 2000,Fiorito,Anegamiento,"-34.712860649033935, -58.44546217591809"
2025-02-05,Calingasta 201,Fiorito,Anegamiento,"-34.69984583594218, -58.44234668941174"
2025-02-05,Recondo 254,Fiorito,Anegamiento,"-34.707019454395294, -58.437328369990176"
2025-02-05,Frías y Colombres,Lomas,Anegamiento,"-34.7609994608831, -58.42242341930576"
2025-02-05,Sixto Fernandez y Frías,Lomas,Anegamiento,"-34.76343436478172, -58.42292206163433"
2025-02-05,Sarmiento y Loria,Lomas,Anegamiento,"-34.76236697920461, -58.40460231930559"
2025-02-05,Frías y Oliver,Lomas,Anegamiento,"-34.779379317350404, -58.423412619304656"
2025-02-05,Calandria entre Chubut Y río Negro,San Jose,Anegamiento,"-34.760641545124805, -58.357143552490975"
2025-02-05,Golondrina entre Chubut y Río Negro,San Jose,Anegamiento,"-34.76306538666902, -58.35535914849695"
2025-02-05,Riobamba esq. Carhue,San Jose,Desobstrucción,"-34.75507040712251, -58.3725607192779"
2025-02-05,Eva Perón esq. Picaflor,San Jose,Anegamiento,"-34.75735618249477, -58.353692219302914"
2025-02-05,Eva Perón Esq. San Cristobal,San Jose,Anegamiento,"-34.755295578091115, -58.349493003936594"
2025-02-05,Eva Perón esq. Benteveo,San Jose,Anegamiento,"-34.75669409776067, -58.35214991743071"
2025-02-05,Donato Alvarez esq. Cardenal,San Jose,Anegamiento,"-34.74893013368527, -58.34028840393691"
2025-02-05,Donato Alvarez esq. El Mirasol,San Jose,Anegamiento,"-34.747887515718126, -58.340947417431195"
2025-02-05,Donato Alvarez esq Eva Perón,San Jose,Anegamiento,"-34.75043366771337, -58.339650732772256"
2025-02-05,Eva Perón y Zurich,San Jose,Anegamiento,"-34.751073069078124, -58.34142900393703"
2025-02-05,Eva Perón y Caaguazu,San Jose,Anegamiento,"-34.75193239547387, -58.343043844419185"
2025-02-05,Conscripto Bernardi y Leloir,Temperley,Inundación,"-34.78571108799158, -58.39476066932591"
2025-02-05,Plaza La Algodonera,Temperley,Anegamiento,"-34.77631152295694, -58.40958263279803"
2025-02-05,Av. Eva Perón y Emilio Castro,Temperley,Anegamiento,"-34.77433080602863, -58.38648321930511"
2025-02-05,San Rafael y Santa Lucía,Turdera,Anegamiento,"-34.79398810311889, -58.41049843358454"
2025-02-05,Sta. Ana y Gral. Riego y Núñez,Turdera,Anegamiento,"-34.79085477589072, -58.39975558940615"
2025-02-05,Sta. María y H. Yrigoyen,Turdera,Anegamiento,"-34.7861132752689, -58.407809262420756"
2025-02-05,Sta. María y Carlos Guido Spano,Turdera,Anegamiento,"-34.78814818092049, -58.39860370474923"
2025-02-05,San Blas y Avenida 9 de Julio,Turdera,Anegamiento,"-34.788821227749885, -58.41456093885478"
2025-02-05,Gral. Frías y Av. 9 de Julio,Turdera,Anegamiento,"-34.79041553112454, -58.416548206599074"
2025-02-05,San Benito y Pichincha,Turdera,Anegamiento,"-34.78836880392199, -58.41654293173482"
2025-02-05,San Benito y Avenida 9 de Julio,Turdera,Anegamiento,"-34.78853835492332, -58.415246343377575"
2025-02-05,Av. Segurola y A.Pretti,Turdera,Anegamiento,"-34.79445460650316, -58.40374720019613"
2025-02-05,Santa Ana y Trejo y Sanabria,Turdera,Anegamiento,"-34.79264035783696, -58.40303713173464"
2025-02-05,Santa María y San Joaquín,Turdera,Anegamiento,"-34.78846970418059, -58.39724427406346"
2025-02-05,San Raimundo y Avenida Luis Puig,Turdera,Anegamiento,"-34.79388826050316, -58.40354493358449"
2025-02-05,Mercedes y Rondeau,Llavallol,Inundación,"-34.80504546150666, -58.41729501349758"
2025-02-05,Charlone,Llavallol,Anegamiento,"-34.80330444222015, -58.420173575912536"
2025-02-05,Av. del Rey,Llavallol,Anegamiento,"-34.80165721844676, -58.41714290474837"
2025-02-05,Mercedes 802,Llavallol,Inundación,"-34.80499052770823, -58.41738780474823"
2025-02-05,Luis Davila,Llavallol,Anegamiento,"-34.80801391793123, -58.41962853268142"
2025-02-05,Bustos y Urunday,Santa Marta,Anegamiento,"-34.75552576386959, -58.45103897512789"
2025-02-05,Valparaiso y Arana Goiri,Santa Marta,Anegamiento,"-34.75163065513958, -58.45238145978551"
2025-02-05,Euskadi y Miramar,Santa Marta,Anegamiento,"-34.74883966430442, -58.453023048141915"
2025-02-05,Aráoz y Almafuerte,Banfield,Inundación,"-34.734638849335695, -58.40760649047157"
2025-02-05,"Calle 4, Barrio Obrero",Santa Catalina,Anegamiento,"-34.74413660203807, -58.465704890471045"
2025-02-05,Giachino y Quiroga,Santa Catalina,Anegamiento,"-34.7475769082784, -58.4721662616351"
2025-02-05,Evita y Avenida Brigadier General Juan Manuel de Rosas,Santa Catalina,Anegamiento,"-34.735340802948016, -58.479986262423886"
2025-02-05,C. 1 y C. 106,Santa Catalina,Anegamiento,"-34.75057046137233, -58.468944520094354"
2025-02-05,Avenida Olimpo y Resistencia,Santa Catalina,Anegamiento,"-34.73790031633356, -58.487652931191185"
2025-02-05,Olimpo y Tierra del Fuego,Santa Catalina,Anegamiento,"-34.73705965579062, -58.48418296242382"
2025-02-05,⁠Diagonal 61 y Martell,Santa Catalina,Anegamiento,"-34.73712137264008, -58.484140047080935"
2025-02-05,Soldado Marcelo Massad y Manuela Pedraza,Santa Catalina,Anegamiento,"-34.73527150282975, -58.47696986242388"
2025-02-05,Diagonal 61 y Formosa,Santa Catalina,Anegamiento,"-34.74557232579413, -58.48009100475182"
2025-02-05,Quiroga y Tomas Edison,Santa Catalina,Anegamiento,"-34.74819926293627, -58.473403591258815"
2025-02-05,Av. 102 y Cap. J. Yaben,Santa Catalina,Anegamiento,"-34.740339329836274, -58.47992966242354"
2025-02-05,Avenida Capitán Giachino y Camilo Mandelli,Santa Catalina,Anegamiento,"-34.74636638452776, -58.47315847776609"
2025-02-11,Filardi y Amsterdan,Centenario,Inundación,"-34.72625844095259, -58.428804962424394"
2025-02-11,Capitán Sarmiento y Benito Pérez Galdos,Centenario,Inundación,"-34.73201240490787, -58.43011829800624"
2025-02-11,Caaguazú y Golondrina,San Jose,Anegamiento,"-34.75534236656419, -58.34175713277215"
2025-02-11,Av. Eva Perón y Emilio Castro,Temperley,Anegamiento,"-34.77433080602863, -58.38648321930511"
2025-02-11,Avenida Eva Perón y Avenida Almirante Brown,Temperley,Anegamiento,"-34.77698824923228, -58.391658920092766"
2025-02-11,Alzaga y Avenida Eva Perón,Temperley,Inundación,"-34.77500810930746, -58.3878746030604"
2025-02-28,Montiel 795,Albertina,Anegamiento,"-34.72953437609769, -58.44677726917058"
2025-02-28,Sarmiento y Loria,Lomas,Anegamiento,"-34.76236697920461, -58.40460231930559"
2025-02-28,Sta. Ana y Gral. Riego y Núñez,Turdera,Anegamiento,"-34.79085477589072, -58.39975558940615"
2025-03-02,José Luis Murature 1608,Fiorito,Anegamiento,"-34.71129449588778, -58.43530690290391"
2025-03-02,Larrazábal y Canadá,Fiorito,Anegamiento,"-34.709943840042534, -58.43495054893268"
2025-03-02,Frías y Plumerillo,Fiorito,Anegamiento,"-34.71308010725253, -58.43671243358949"
2025-03-02,Figueredo y Murature,Fiorito,Anegamiento,"-34.702428724568165, -58.44212628941161"
2025-03-02,Recondo y Plumerillo,Fiorito,Anegamiento,"-34.7082266566865, -58.43936814523265"
2025-03-02,Larrazábal y Morse,Fiorito,Anegamiento,"-34.69732485442824, -58.445077433590534"
2025-03-02,Fiorentino y Zabalegui,Fiorito,Anegamiento,"-34.69490487632369, -58.44594053174074"
2025-03-02,Ejército de los Andes y Darwin,Fiorito,Anegamiento,"-34.713964028185565, -58.42924028941093"
2025-03-02,Larrazabal y Calingasta,Fiorito,Anegamiento,"-34.69990259800689, -58.44234384708325"
2025-03-02,Galdos y Quesada,Fiorito,Anegamiento,"-34.714040478334596, -58.44466297241088"
2025-03-02,Sarmiento y Gorriti,Lomas,Anegamiento,"-34.76125036128351, -58.404247518243686"
2025-03-02,Conscripto Bernardi y Leloir,Temperley,Inundación,"-34.78571108799158, -58.39476066932591"
2025-03-02,Av. Eva Perón y Emilio Castro,Temperley,Anegamiento,"-34.77433080602863, -58.38648321930511"
2025-03-02,Avenida Eva Perón y Avenida Almirante Brown,Temperley,Anegamiento,"-34.77698824923228, -58.391658920092766"
2025-03-02,Alzaga y Avenida Eva Perón,Temperley,Inundación,"-34.77500810930746, -58.3878746030604"
2025-03-02,Miguel Estanislao Soler y General José María Paz,Temperley,Anegamiento,"-34.77811988994047, -58.4084520470784"
2025-03-02,Lucio V. López y Ituzaingó,Temperley,Anegamiento,"-34.767358656294455, -58.389929569324025"
2025-03-02,Colón y 14 de Julio,Temperley,Anegamiento,"-34.772261365991845, -58.389942991257364"
2025-03-02,14 de julio y Solís,Temperley,Anegamiento,"-34.7728197897805, -58.39116776427158"
2025-03-02,14 de julio y Ángel Gallardo,Temperley,Anegamiento,"-34.77346659129981, -58.39225853358577"
2025-03-02,"Calle 4, Barrio Obrero",Santa Catalina,Anegamiento,"-34.74413660203807, -58.465704890471045"
2025-03-02,San Juan y Olimpo,Santa Catalina,Anegamiento,"-34.73561980342417, -58.4806722200953"
2025-03-07,Barcelona y Claudio de Alas,Albertina,Rama desprendida,"-34.736357104690846, -58.45027915976103"
2025-03-07,Barcelona y Claudio de Alas,Albertina,Poste caído,"-34.736357104690846, -58.45027915976103"
2025-03-07,Bayona y Bustos,Albertina,Anegamiento,"-34.74096104994901, -58.46190760393738"
2025-03-07,I. Zuloaga y Bustos,Albertina,Anegamiento,"-34.73875344278738, -58.463564730925675"
2025-03-07,Ondarribia 695,Albertina,Rama desprendida,"-34.7436036052043, -58.463019390443144"
2025-03-07,Zuberoa y Bustos,Albertina,Anegamiento,"-34.74033016248043, -58.4624439462668"
2025-03-07,Trelles 1455,Budge,Poste inclinado,"-34.74764155505941, -58.44123400578422"
2025-03-07,Bustos 3021,Budge,Rama desprendida,"-34.73844154212185, -58.46356970209035"
2025-03-07,Figueredo 1612,Budge,Arbol caído,"-34.71053857376183, -58.456856127615566"
2025-03-07,Campoamor 1650,Budge,Rama desprendida,"-34.72013795096576, -58.450538834620644"
2025-03-07,Gral. José Gervasio de Artigas 108,Centenario,Árbol caído,"-34.73328790047232, -58.42058843740402"
2025-03-07,Luis Vernet y General José Gervasio de Artigas,Centenario,Árbol caído,"-34.73108391243181, -58.422209996822055"
2025-03-07,J. Zamora 126,Centenario,Rama desprendida,"-34.73281781299399, -58.41768420393782"
2025-03-07,Carlos Glade 647,Centenario,Poste caído,"-34.73560826875579, -58.421149719278716"
2025-03-07,Bilbao la Vieja 481,Centenario,Árbol caído,"-34.73146017831988, -58.42579081226792"
2025-03-07,Miguel de Unamuno 632,Centenario,Árbol caído,"-34.725587640030916, -58.43366040393808"
2025-03-07,Av. Gral. Martín Rodríguez y Dr. Juan M. Basco,Centenario,Poste caído,"-34.73313061369469, -58.42980858859651"
2025-03-07,Timoteo Gordillo 1473,Centenario,Poste caído,"-34.73995534097182, -58.43154316808908"
2025-03-07,Plaza 17 de Agosto,Centenario,Árbol caído,"-34.739483060763405, -58.42957370393751"
2025-03-07,Celina Hilda Liveranome de Minetto 920,Centenario,Árbol caído,"-34.73437201328297, -58.42819411950199"
2025-03-07,Paraguay 786,Centenario,Rama desprendida,"-34.72226347110013, -58.43072233277352"
2025-03-07,Pilar 133,Fiorito,Voladura de techo,"-34.70139109928328, -58.43929483277444"
2025-03-07,Falleres 1696,Fiorito,Poste caído,"-34.717923298353234, -58.44730938859714"
2025-03-07,Sarmiento y Loria,Lomas,Anegamiento,"-34.76236697920461, -58.40460231930559"
2025-03-07,Sarmiento y Gorriti,Lomas,Anegamiento,"-34.76125036128351, -58.404247518243686"
2025-03-07,Loria y Frías,Lomas,Arbol caído,"-34.75981035898607, -58.4221820057836"
2025-03-07,Antonio Mentruyt y Laprida,Lomas,Arbol caído,"-34.758236299735714, -58.41723037325424"
2025-03-07,Sta. Mónica y Int. Tavano,Lomas,Arbol caído,"-34.762295081205245, -58.43914909691735"
2025-03-07,Madrid y Garibaldi,Lomas,Rama desprendida,"-34.782633624656036, -58.42771661927662"
2025-03-07,López Buchardo 475,Lomas,Arbol caído,"-34.75127479983108, -58.434822175101566"
2025-03-07,Escuela primaria N. 51 John F. Kennedy,Lomas,Arbol caído,"-34.770839253125025, -58.43312995122156"
2025-03-07,Plaza de los Italianos,Lomas,Arbol caído,"-34.762325809749754, -58.42664946373691"
2025-03-07,Riobamba 1338,Temperley,Árbol caído,"-34.76094726080637, -58.384180917430626"
2025-03-07,Ing. Mitre y Estevez Correa,Temperley,Árbol caído,"-34.7803768195943, -58.39264054441794"
2025-03-07,Silva 1567,Llavallol,Árbol caído,"-34.80877979233589, -58.41656848859316"
2025-03-07,Urunday y Voltaire,Santa Marta,Anegamiento,"-34.753509478753614, -58.44702590393677"
2025-03-07,Miramar y Iparraguirre,Santa Marta,Anegamiento,"-34.75063118999662, -58.45633956160758"
2025-03-07,Plaza Mariano Moreno,Santa Marta,Anegamiento,"-34.72715430001684, -58.39515805313804"
2025-03-07,Timoteo Gordillo y Vicente Barbieri,Santa Marta,Anegamiento,"-34.740768281967966, -58.43272390393736"
2025-03-07,Timoteo Gordillo y Eloy Alfaro,Santa Marta,Anegamiento,"-34.74120386156351, -58.43337648611533"
2025-03-07,Eloy Alfaro y Ana Acerboni,Santa Marta,Anegamiento,"-34.74068306096223, -58.43386164626677"
2025-03-07,Eloy Alfaro y Mayor Olivero,Santa Marta,Anegamiento,"-34.74009661107372, -58.43437590393746"
2025-03-07,Benjamín Franklin y Eloy Alfaro,Santa Marta,Anegamiento,"-34.739881125388685, -58.43473133461997"
2025-03-07,Vicente López y Planes y Aníbal Ponce,Santa Marta,Anegamiento,"-34.74631472754532, -58.43761341743129"
2025-03-07,Valparaiso y Arana Goiri,Santa Marta,Anegamiento,"-34.75167466096846, -58.45242439692063"
2025-03-07,Euskadi 1718,Santa Marta,Anegamiento,"-34.749921497231554, -58.45254069044282"
2025-03-07,Mayor Olivero y Gaona,Santa Marta,Anegamiento,"-34.7439713698619, -58.44103600393719"
2025-03-07,Mar del Plata y Arana Goiri,Santa Marta,Anegamiento,"-34.75270254265979, -58.45162478342635"
2025-03-07,Constancio C. Vigil 1621,Santa Marta,Poste caído,"-34.74845195527616, -58.44690568859585"
2025-03-07,Mar del Plata y Arana Goiri,Santa Marta,Poste caído,"-34.75270254265979, -58.45162478342635"
2025-03-07,Arara Goiri entre Mar del Plata y Pampero,Santa Marta,Voladura de techo,"-34.75341394335406, -58.451227223173184"
2025-03-07,Guaminí y Cam. de la Ribera Sur,Santa Marta,Árbol caído,"-34.70729193453778, -58.46225958840768"
2025-03-07,Arana Goiri 1753,Santa Marta,Voladura de techo,"-34.75004473193507, -58.453361754004135"
2025-03-07,Miramar y Iparraguirre,Santa Marta,Árbol caído,"-34.75063118999662, -58.45633956160758"
2025-03-07,Plaza Mariano Moreno,Santa Marta,Rama desprendida,"-34.74083165886751, -58.43329870387362"
2025-03-07,Arlucea e Iparraguirre,Santa Marta,Anegamiento,"-34.74705146979506, -58.45898311743123"
2025-03-07,Alberto Larroque y Avenida Santa Fe,Banfield,Desobstrucción,"-34.74203277898771, -58.4184850039374"
2025-03-07,Aráoz y Almafuerte,Banfield,Desobstrucción,"-34.734709315091095, -58.40758505459639"
2025-03-07,Capello y las vías,Banfield,Desobstrucción,"-34.747716920692284, -58.396028796207325"
2025-03-07,Cochabamba 922,Banfield,Desobstrucción,"-34.74556789929099, -58.3827399039372"
2025-03-07,Félix de Azara 1863,Banfield,Árbol caído,"-34.73742273994793, -58.40073320578459"
2025-03-07,General Levalle y Rincón,Banfield,Desobstrucción,"-34.74203691750324, -58.38562430578449"
2025-03-07,Gral. Arenales y Presbítero José Malabia,Banfield,Desobstrucción,"-34.736923038881976, -58.38614795976107"
2025-03-07,Gral. Levalle y Cochabamba,Banfield,Desobstrucción,"-34.745193003961056, -58.38617141927837"
2025-03-07,Monteagudo y las vias,Banfield,Desobstrucción,"-34.749062126886365, -58.39612679413714"
2025-03-07,Scalabrini Ortiz y Garibaldi,Banfield,Árbol caído,"-34.77658680071856, -58.4162116618927"
2025-03-07,Viamonte y Chacabuco,Banfield,Desobstrucción,"-34.745949048064624, -58.38934004811359"
2025-03-24,Cañuelas y Homero,Lamadrid,Anegamiento,"-34.729712140959684, -58.46592850393787"
2025-03-24,Epecuén y Bustos,Lamadrid,Anegamiento,"-34.73055155580982, -58.46976733277317"
2025-03-24,San Rafael y Santa Lucía,Turdera,Anegamiento,"-34.79398810311889, -58.41049843358454"
2025-03-24,Bahía Blanca 1070,Llavallol,Árbol caído,"-34.81435028851444, -58.43051916160457"
2025-03-24,Moldes y Nestor de la Peña,Llavallol,Árbol caído,"-34.78904960567567, -58.42907503277056"
2025-03-24,Dardo Rocha 540,Llavallol,Rama desprendida,"-34.785957300862364, -58.429474017429484"
2025-03-24,Doctor Jorge Melber y Rondeau,Llavallol,Anegamiento,"-34.80435073193444, -58.41778264108083"
